sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
Et comment le conservatoire finance-t-il la protection du littoral et l'accueil du public ?,C1,16,"['et ', 'comment ', 'le ', 'conservatoire', 't-il', 'il ', 'la ', 'protection', 'du ', 'littoral', 'et ', 'du ', 'public']",13,0.8125
"L'accès à des moyens de transport, la mécanisation du travail et la sédentarisation, l'augmentation des loisirs passifs, comme le cinéma et la télévision, jouent certainement un rôledans les changements observés dans les pays en voie de développement.",C1,39,"['accès ', 'des ', 'de ', 'transport', 'la ', 'du ', 'et ', 'la ', 'des ', 'loisirs', 'comme', 'le ', 'et ', 'la ', 'un', 'les ', 'dans', 'les ', 'pays', 'en ', 'voie', 'de ']",22,0.5641025641025641
"Globalement, presque une personne sur cinq (18, 9%) vit dans un ménage avec au moins un type d'arriéré de paiement et 10, 0% avec au moins deux types d'arriérés de paiement, le pourcentage de la population avec un ou deux types d'arriérés de paiement dimunant avec l'âge, le niveau de formation et les revenus.",C1,58,"['une ', 'sur ', 'cinq', 'vit ', 'dans', 'un', 'avec', 'au ', 'un', 'type', 'de ', 'et ', 'avec', 'au ', 'deux', 'de ', 'le ', 'de ', 'la ', 'population', 'avec', 'un', 'deux', 'de ', 'avec', 'le ', 'de ', 'et ', 'les ']",29,0.5
"Elle vivait dans un château voisin d'une de nos terres, mécontente et retirée, n'ayant que son esprit pour ressource, et analysant tout avec son esprit.",C1,27,"['elle', 'dans', 'un', 'une ', 'de ', 'nos ', 'terres', 'et ', ""n'"", 'que', 'son ', 'pour', 'et ', 'tout', 'avec', 'son ']",16,0.5925925925925926
"On annonça qu'on avait servi ; j'offris à Ellénore mon bras, qu'elle ne put refuser.",C1,17,"['on ', ""qu'"", 'on ', 'servi', ""j'"", 'mon', 'bras', ""qu'"", 'elle', 'ne ', 'put ']",11,0.6470588235294118
Nous passâmes quelque temps à Arcachon et je fus à l'école communale: les principes démocratiques de mon grand-père l'exigeaient.,C1,22,"['nous', 'temps', 'arcachon', 'et ', 'je ', 'fus ', 'communale', 'les ', 'de ', 'mon', 'grand', 'père']",12,0.5454545454545454
"Le système d'indicateurs propose des informations statistiques sur l'état et l'évolution du bien-être dans un large contexte, et qui pourront servir de base à la formation de l'opinion publique et aux prises de décisions politiques.",C1,40,"['le ', 'indicateurs', 'des ', 'sur ', 'et ', 'du ', 'bien', 'dans', 'un', 'et ', 'qui', 'de ', 'base', 'la ', 'de ', 'et ', 'aux', 'de ']",18,0.45
"Si quelque petit champ de cinquante pas de large vient interrompre de temps à autre les bouquets de châtaigniers et de cerisiers sauvages, l'oeil satisfait y voit croître des plantes plus vigoureuses et plus heureuses là qu'ailleurs.",C1,39,"['si ', 'petit ', 'champ ', 'de ', 'pas', 'de ', 'interrompre', 'de ', 'temps', 'les ', 'bouquets', 'de ', 'et ', 'de ', ""l'oeil"", 'oeil', 'voit', 'des ', 'plus', 'et ', 'plus', 'heureuses', ""qu'""]",23,0.5897435897435898
"Mais il faut pour cela qu'un certain nombre de conditions soient réunies : la communauté elle-même doit avoir envie de sauver sa langue ; la culture plus vaste dans laquelle elle s'inscrit doit respecter les langues minoritaires ; et il faut des fonds pour financer les cours, le matériel pédagogique et les enseignants.",C1,53,"['mais', 'il ', 'faut', 'pour', 'cela', ""qu'"", 'un', 'nombre', 'de ', 'la ', 'elle', 'même', 'doit', 'de ', 'sa ', 'la ', 'plus', 'dans', 'elle', ""s'"", 'doit', 'les ', 'minoritaires', 'et ', 'il ', 'faut', 'des ', 'pour', 'financer', 'les ', 'le ', 'et ', 'les ']",33,0.6226415094339622
"Au fils des pages, je doutais qu'ils eussent écrit ces lignes et proses de ses propres mains.",C1,18,"['au ', 'fils', 'des ', 'je ', ""qu'"", 'ils ', 'ces ', 'et ', 'proses', 'de ', 'ses ']",11,0.6111111111111112
"Or, il arrivait souvent qu'au moment du départ, et à l'instant qui suivait l'Ave Maria, Fabrice était frappé d'un présage.",C1,24,"['il ', ""qu'"", 'au ', 'du ', 'départ', 'et ', 'qui', 'suivait', 'ave', 'fabrice', ""d'un"", 'un']",12,0.5
Il me faut une botte de thym également,C1,8,"['il ', 'me ', 'faut', 'une ', 'botte', 'de ', 'thym']",7,0.875
"Devant chaque porte se trouvait une botte de paille, pour empêcher le froid de passer dessous.",C1,16,"['porte', 'se ', 'une ', 'botte', 'de ', 'pour', 'le ', 'de ']",8,0.5
"Si six scies scient six cyprès, six cent six scies scient six cent six cyprès !",C2,15,"['si ', 'six', 'scies', 'scient', 'six', 'six', 'cent', 'six', 'scies', 'scient', 'six', 'cent', 'six']",13,0.8666666666666667
"Quand Ulysse fut parti, Pénélope demeura pensive.",C2,7,"['ulysse', 'fut ', 'parti', 'demeura', 'pensive']",5,0.7142857142857143
Cette épée brûlante rongeait mes cils et fouillait mes yeux douloureux.,C2,11,"['mes ', 'cils', 'et ', 'mes ']",4,0.36363636363636365
Quelles tâches pourraient-ils accomplir?,C2,5,"['tâches', 'ils ']",2,0.4
"Chaque acteur doit établir des relations triurnes impliquant les aspects énergétiques, émotionnel, et computationnel.",C2,14,"['doit', 'des ', 'relations', 'les ', 'et ']",5,0.35714285714285715
"Au protectionnisme culturel, ensuite",C2,4,['au '],1,0.25
Une indéniable sérénité se reflétait sur ses traits.,C2,8,"['une ', 'se ', 'sur ', 'ses ', 'traits']",5,0.625
"Gutrie (Petty, 2000) citent les initiatives marquantes prises dans ce domaine par SKANDIA, RAMBOLL et DOW CHEMICALS pour la publication de rapports annuels incluant la notion de capital intellectuel",C2,29,"['les ', 'initiatives', 'dans', 'ce ', 'par', 'skandia', 'et ', 'dow', 'chemicals', 'pour', 'la ', 'publication', 'de ', 'annuels', 'la ', 'notion', 'de ']",17,0.5862068965517241
Cette ribaude ricane et échafaude !,C2,5,"['ricane', 'et ']",2,0.4
"En 1913, moins de 1 travailleur sur 3, dérogations obligent, bénéficie réellement de ces vingt-quatre heures chômées.",C2,18,"['en ', 'de ', 'sur ', 'obligent', 'de ', 'ces ']",6,0.3333333333333333
"Ces derniers auraient engendré des rats mithridatisés, pathologiquement agressifs, dotés d'une formidable force de mâchoire.",C2,16,"['ces ', 'des ', 'rats', 'une ', 'formidable', 'force ', 'de ']",7,0.4375
Les valorisations boursières des sociétés Internet comme AMAZON,C2,8,"['les ', 'des ', 'internet', 'comme', 'amazon']",5,0.625
"Les gourmets, adeptes de bistronomie, s'en voient souvent proposé en plateau accompagné de fruits secs, voire de confiture ; un mélange sucré salé qui sied parfaitement aux apéritifs dinatoires si chers aux papilles hexagonales.",C2,34,"['les ', 'gourmets', 'de ', ""s'en"", 'en ', 'en ', 'de ', 'secs', 'de ', 'confiture', 'un', 'salé', 'qui', 'sied', 'aux', 'si ', 'chers ', 'aux']",18,0.5294117647058824
"Pourtant, ce geste famillier rappelle quotidiennement la construction inégalitaire du Monde initiée au XVe siècle.",C2,15,"['ce ', 'geste', 'la ', 'du ', 'au ', 'xve']",6,0.4
"Asiles, fermes, bistrots, musées s'entrecroisent, dans un mouvement de balancier entre des descriptions sordides et des périodes plus apaisées, fournies par une journée réussie de mendicité ou les excentricités du poète anarchiste Emil Szittya, rencontré à Stuttgart.",C2,38,"['asiles', 'fermes', 'musées', ""s'"", 'dans', 'un', 'de ', 'balancier', 'des ', 'et ', 'des ', 'plus', 'fournies', 'par', 'une ', 'de ', 'les ', 'du ', 'anarchiste', 'emil', 'stuttgart']",21,0.5526315789473685
"Dans les thérapies cognitives et comportementales (TCC) destinées aux addictions, on apprend à utiliser des stratégies pour résister aux envies irrépressibles.",C2,21,"['dans', 'les ', 'cognitives', 'et ', 'tcc', 'aux', 'addictions', 'on ', 'des ', 'pour', 'aux', 'envies']",12,0.5714285714285714
"Certains produits leur devinrent ensuite indispensables, en particulier le sucre.",C2,10,"['leur', 'devinrent', 'en ', 'le ']",4,0.4
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi,C2,10,"['cet ', 'lu ', 'pour', 'sa ', 'impertinente']",5,0.5
"Les comparaisons entre entreprises restent très difficiles et même si certains outils méthodologiques ont été développés comme l'Intangible Assets Monitor (Sveiby) ou le Balanced Scorecard (Norton et Kaplan), leurs approches restent discutées5",C2,33,"['les ', 'comparaisons', 'et ', 'même', 'si ', 'ont ', 'comme', 'intangible', 'sveiby', 'le ', 'scorecard', 'norton', 'et ', 'kaplan', 'approches']",15,0.45454545454545453
Victoire en 1906: la loi du 13 juillet instaure une trêve dominicale obligatoire.,C2,13,"['en ', 'la ', 'loi ', 'du ', 'une ', 'dominicale']",6,0.46153846153846156
"Lorsqu'elle eut revu son premier amoureux, son coeur battit follement",C2,11,"['lorsqu', 'elle', 'eut ', 'revu', 'son ', 'son ', 'coeur', 'battit', 'follement']",9,0.8181818181818182
"Célibat, sous-fécondité a l'échelle ibérique et départs forment ainsi un système régulateur de la croissance démographique.",C2,18,"['sous', ""a l'"", 'et ', 'un', 'de ', 'la ']",6,0.3333333333333333
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les ""pays neufs"" deviennent des prolongements européens.",C2,31,"['inversement', 'les ', 'lointaines', ""n'"", 'que', 'les ', 'jusqu', 'explosion', 'du ', 'continent', 'au ', 'xixe', 'les', 'pays', 'neufs', 'des ', 'prolongements']",17,0.5483870967741935
"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs jusqu'à l'explosion démographique du Vieux Continent au XIXe siècle, moment où les pays neufs deviennent des polongements européens.",C2,31,"['inversement', 'les ', 'lointaines', ""n'"", 'que', 'les ', 'jusqu', 'explosion', 'du ', 'continent', 'au ', 'xixe', 'les ', 'pays', 'neufs ', 'des ']",16,0.5161290322580645
Les fortunes détruites sont les chevrons des courtisanes.,C2,8,"['les ', 'fortunes', 'sont', 'les ', 'chevrons', 'des ', 'courtisanes']",7,0.875
"Dans la forêt aux éclats dispersés de soleil, immobile forêt d'antique effroi, il allait le long des enchevêtrements, beau et non moins noble que son ancêtre Aaron, frère de Moïse, allait, soudain riant et le plus fou des fils de l'homme, riant d'insigne jeunesse et amour, soudain arrachant une fleur et la mordant, soudain dansant, haut seigneur aux longues bottes, dansant et riant au soleil aveuglant entre les branches, avec grâce dansant, suivi des deux raisonnables bêtes, d'amour et de victoire dansant tandis que ses sujets et créatures de la forêt s'affairaient irresponsablement, mignons lézards vivant leur vie sous les ombrelles feuilletées des grands champignons, mouches dorées traçant des figures géométriques, araignées surgies des touffes de bruyère rose et surveillant des charançons aux trompes préhistoriques, fourmis se tâtant réciproquement et échangeant des signes de passe puis retournant à leurs solitaires activités, pics ambuants auscultant, crapauds esseulés clamant leur nostalgie, timides grillons tintant, criantes chouettes étrangement réveillées.",C2,161,"['dans', 'la ', 'aux', 'de ', 'immobile', 'effroi', 'il ', 'le ', 'long', 'des ', 'beau', 'et ', 'non ', 'noble', 'que', 'son ', 'aaron', 'de ', 'riant', 'et ', 'le ', 'plus', 'fou', 'des ', 'fils', 'de ', 'riant', 'insigne', 'et ', 'une ', 'et ', 'la ', 'mordant', 'dansant', 'haut', 'aux', 'bottes', 'dansant', 'et ', 'riant', 'au ', 'les ', 'avec', 'dansant', 'des ', 'deux', 'raisonnables', 'et ', 'de ', 'dansant', 'que', 'ses ', 'et ', 'de ', 'la ', ""s'"", 'mignons', 'leur', 'vie', 'sous', 'les ', 'des ', 'champignons', 'mouches', 'des ', 'figures', 'des ', 'de ', 'rose', 'et ', 'surveillant', 'des ', 'aux', 'trompes', 'fourmis', 'se ', 'et ', 'des ', 'de ', 'passe', 'puis', 'retournant', 'solitaires', 'pics', 'crapauds', 'clamant', 'leur', 'nostalgie', 'timides']",89,0.5527950310559007
"Pareil pour les mathématiques , poursuit David Wilgenbus.",C2,7,"['pareil', 'pour', 'les ']",3,0.42857142857142855
"Table ronde avec Bruno Bonnell, PDG de Robopolis, société française spécialisée dans la robotique personnelle, Richard Castelli, commissaire artistique de l'exposition ""Art robo-tique"" à la Cité des sciences et de l'industrie à Paris et Brigitte Munier, enseignante-chercheuse.",C2,41,"['avec', 'bruno', 'bonnell', 'pdg ', 'de ', 'dans', 'la ', 'castelli', 'de ', 'art ', 'robo', 'tique', 'la ', 'cité', 'des ', 'et ', 'de ', 'paris ', 'et ', 'brigitte', 'munier']",21,0.5121951219512195
"Une table carrée, de quatre couverts, étalait sa nappe blanche, si luisante qu'elle semblait vernie ; et les verres, l'argenterie, le réchaud brillaient gaiement sous la flamme de douze bougies portées par deux hauts candélabres.",C2,36,"['une ', 'de ', 'sa ', 'nappe', 'si ', ""qu'"", 'elle', 'vernie', 'et ', 'les ', 'verres', 'argenterie', 'le ', 'gaiement', 'sous', 'la ', 'flamme', 'de ', 'bougies', 'par', 'deux']",21,0.5833333333333334
"Les égouts soufflaient par leurs bouches de granit leurs haleines empestées, et les cuisines souterraines jetaient à la rue, par leurs fenêtres basses, les miasmes infâmes des eaux de vaisselle et des vieilles sauces.",C2,34,"['les ', 'par', 'bouches', 'de ', 'granit', 'et ', 'les ', 'cuisines', 'souterraines', 'la ', 'rue', 'par', 'basses', 'les ', 'des ', 'eaux', 'de ', 'vaisselle', 'et ', 'des ', 'sauces']",21,0.6176470588235294
Il clabaude aux esgourdes des blaireaux enfarinés et des tordus pasteurisés.,C2,11,"['il ', 'aux', 'des ', 'et ', 'des ']",5,0.45454545454545453
"D'autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques",C2,25,"['le ', 'et ', 'internet', 'regorge', 'de ', 'sites ', 'qui', 'une ', 'certes', 'mais', 'plus', 'amusante', 'des ']",13,0.52
"Mes souvenirs reparurent, d'abord confus, bientôt plus vifs.",C2,9,"['mes ', 'confus', 'plus', 'vifs']",4,0.4444444444444444
"Né en 1887 dans l'Empire austro-hongrois, serrurier de formation et poète par passion, Lajos Kassák est écrivain, peintre et fondateur de revues de l'avant-garde hongroise.",C2,29,"['en ', 'dans', 'empire', 'austro', 'serrurier', 'de ', 'et ', 'par', 'lajos', 'est ', 'et ', 'de ', 'de ', 'garde', 'hongroise']",15,0.5172413793103449
L'incompétence linguistique des responsables français est une blague récurrente des sommets européens tout comme des grandes entreprises internationales,C2,19,"['des ', 'est ', 'une ', 'blague', 'des ', 'sommets', 'tout', 'comme', 'des ']",9,0.47368421052631576
"Quoique habillé d'un complet de soixante francs, il gardait une certaine élégance tapageuse, un peu commune, réelle cependant.",C2,19,"[""d'un"", 'un', 'de ', 'francs', 'il ', 'gardait', 'une ', 'un', 'peu ', 'réelle']",10,0.5263157894736842
"Sébastien Granet et Hélène Lavoie, la cheffe, nous ont accueillis malgré un autobus de visiteurs qui ripaillaient",C2,17,"['granet', 'et ', 'lavoie', 'la ', 'cheffe', 'nous', 'ont ', 'malgré', 'un', 'autobus', 'de ', 'visiteurs', 'qui']",13,0.7647058823529411
Souvent elle était rêveuse et taciturne ; quelquefois elle parlait avec impétuosité.,C2,11,"['elle', 'et ', 'taciturne', 'elle', 'avec']",5,0.45454545454545453
"Dzinkowski, (Dzinkowski, 2000), certaines études estiment que 50 à 90% de la valeur créée par les entreprises provient de l'exploitation de leurs actifs intellectuels",C2,25,"['estiment', 'que', 'de ', 'la ', 'par', 'les ', 'de ', 'de ']",8,0.32
"L'haplodiploïdisation, en revanche, permet d'obtenir directement une lignée haploïde et donc pure, présentant les traits désirés.",C2,18,"['en ', 'une ', 'et ', 'donc', 'pure', 'les ', 'traits']",7,0.3888888888888889
"Néanmoins, l'industrie photovoltaïque peut encore améliorer la performance environnementale de ses produits.",C2,13,"['peut', 'encore', 'la ', 'de ', 'ses ']",5,0.38461538461538464
Chacun de ses projets touche en moyenne 10000 classes.,C2,9,"['de ', 'ses ', 'en ', 'classes']",4,0.4444444444444444
Cet auteur tellement lu pour sa Grammaire impertinente propose aussi. des Jeux pour lire vite (Retz),C2,16,"['cet ', 'lu ', 'pour', 'sa ', 'impertinente', 'des ', 'jeux', 'pour', 'lire', 'vite', 'retz']",11,0.6875
L'analyse des valeurs de l'indice de consolidation institutionnelle montre également le caractère très fragmenté du maillage communal suisse en comparaison européenne.,C2,23,"['des ', 'de ', 'indice', 'de ', 'consolidation', 'institutionnelle', 'le ', 'du ', 'communal', 'suisse', 'en ']",11,0.4782608695652174
Les armoires métalliques encastrées dans les murs étaient remplies de DVD de données étiquetés avec soin.,C2,16,"['les ', 'armoires', 'dans', 'les ', 'murs', 'remplies', 'de ', 'dvd ', 'de ', 'avec', 'soin']",11,0.6875
"Certains métiers vont disparaître, mais d'autres apparaître.",C2,8,"['vont', 'mais']",2,0.25
"La start-up parisienne Syntheligence présente Lighty, un robot au visage d'homme pour transmettre des émotions.",C2,17,"['la ', 'start-', 'up', 'un', 'robot', 'au ', 'pour', 'des ']",8,0.47058823529411764
"n revanche, Socrate choisit la vie ordonnée, celle où les tonneaux du sage ""seraient en bon état""",C2,17,"['socrate', 'la ', 'vie', 'celle ', 'les ', 'tonneaux', 'du ', 'sage', 'en ', 'bon ']",10,0.5882352941176471
Les sollicitations incessantes auxquelles nous sommes confrontés nous obligent à une discipline de fer.,C2,14,"['les ', 'sollicitations', 'nous', 'sommes', 'nous', 'obligent', 'une ', 'discipline', 'de ', 'fer']",10,0.7142857142857143
"Chez les gros utilisateurs, cette communication comblerait un ""vide existentiel"" et contrecarrerait une vie sociale ""réelle"" insatisfaisante.",C2,17,"['chez', 'les ', 'gros', 'utilisateurs', 'un', 'vide', 'et ', 'une ', 'vie', 'réelle']",10,0.5882352941176471
